stance; tweet; _1; _2; _3
FAVOR; hillary is killing it so far on the trail she 's finally showing her personal side and i think it will benefit her profoundly;;;
FAVOR; hillary is killing it so far on the trail she 's finally showing her personal side and i think it will benefit her profoundly;;;
FAVOR; do we call bill mr president the first 1st man of or mr president the 1st man ? laughing out loud # im ready for hillary #;;;
FAVOR; do we call bill mr president the first 1st man of or mr president the 1st man ? laughing out loud # im ready for hillary #;;;
AGAINST; gail talk tr scoop of course it was she 'll be handled every step of the way they ca n't risk her unscripted;;;
NONE; i just want my dog to stop eating the trash;;;
FAVOR; the hill evan perez are you kidding me leave her to focus on issues the next prez;;;
FAVOR; the hill evan perez are you kidding me leave her to focus on issues the next prez;;;
FAVOR; congratulations hillary clinton on entering the 2016 race for president ! you have the support of jews all over the world !;;;
FAVOR; congratulations hillary clinton on entering the 2016 race for president ! you have the support of jews all over the world !;;;
FAVOR; hillary clinton had more twitter followers then all four major republican candidates ( bush , rubio , paul , cruz ) combined;;;
FAVOR; hillary clinton had more twitter followers then all four major republican candidates ( bush , rubio , paul , cruz ) combined;;;
AGAINST; # hillary clinton # has yet to release clinton fd n donors public deserves disclosure # scandals # # lies # # clinton #;;;
NONE; i want to go back in time to when men and women could n't appear in the same yearbook as each other # old # school;;;
AGAINST; rt hale razor # hillary accomplishments # 1 of select few people fired for being too unethical too investigate watergate;;;
AGAINST; how can she live with herself ? # benghazi #;;;
FAVOR; marriage equality a constitutional right ! woohoo # hrc 2016 # # hillary clinton # # ready for hillary # # vote # # hillary for 2016 # # ## m pot us #;;;
FAVOR; marriage equality a constitutional right ! woohoo # hrc 2016 # # hillary clinton # # ready for hillary # # vote # # hillary for 2016 # # ## m pot us #;;;
AGAINST; hillary needs to go to a sheetz gas station after 10 pm to see the real america;;;
AGAINST; hillary 's campaign events are scripted dog pony shows designed to shelter her from vetting before the coronation;;;
AGAINST; yes , do tell us , name one of her accomplishments;;;
NONE; apparently , putting cocaine in someone 's butthole and then waiting for them to fart in your face is the wrong way to get high;;;
AGAINST; why is hillary lying again about something news worthy ? what 's news worthy is if she does n't lie about something;;;
AGAINST; chipotle employees should n't complain hillary left nothing in the tip jar they 're lucky she did n't dip in and help herself;;;
NONE; blue saloon women are not a demographic , we are at least 50 of the nation so a woman is no more symbolic than a man;;;
FAVOR; sending you gay bear love from chicago hillary clinton # hillary my president #;;;
FAVOR; sending you gay bear love from chicago hillary clinton # hillary my president #;;;
AGAINST; i love the smell of hillary in the morning it smells like republican victory # ted cruz 2016 # # marco rubio #;;;
NONE; pro bird rights i do a stump speech it on the stump in the park attendance mandatory;;;
AGAINST; i 'd still rather have aaron hernandez as president than hillary;;;
NONE; jsa vol y ted cruz here yeah go teddy boy the world is getting hotter ! ! it 's called global warming ! ! you 're such a putz ! !;;;
NONE; justice willett at least he has a platform;;;
AGAINST; because i'm against common core , common crooks and common lies ! # no hillary 2016 # # stop hillary clinton 2016 # # why im not voting for hillary #;;;
AGAINST; i would laughing my a off if some negro democrat decides to run for president # hillary clinton 2016 # # hillary s big announcement # # hillary s donors #;;;
NONE; senna 1 kiri ll was here how many men are getting their dicks sucked daily in congress , etc and no one gives a shit;;;
AGAINST; you ca n't grow an economy from the bottom up if she gets in , we 're all in trouble;;;
AGAINST; hillary clinton stop raising taxes and let people keep more of their wages ! # liberty not hillary # # stand with rand #;;;
AGAINST; the blaze if you think hillary is n't taking foreign money from muslim brotherhood , you probably favor obama as chief justice;;;
NONE; 3 fixing america 's political system by getting rid of unaccountable money , and for protecting the country;;;
NONE; marijuana ? mari ju a age equality ? ? coincidence i think not ! ! 11 !;;;
AGAINST; kori was in ger j but tawi po she also voted for the iraq war and was responsible for gathering the democrats votes to support it;;;
NONE; ding dong;;;
NONE; rt max tollens jr one per center lied about being # dead broke # no more lies no to;;;
FAVOR; s lessard 100 agree we need a woman like hillary that can help this country get nursed back together !;;;
FAVOR; s lessard 100 agree we need a woman like hillary that can help this country get nursed back together !;;;
NONE; much like you good people i forgot about my # live tweeting bladerunner # a couple weeks ago # callback # # pot roast # # cartography # # blue #;;;
FAVOR; rand paul hillary clinton you could never dream to be as intelligent as she is;;;
FAVOR; rand paul hillary clinton you could never dream to be as intelligent as she is;;;
AGAINST; if hillary will lock americans in classrooms during her campaign , she 'll have no problems locking us all up whenever she wants;;;
AGAINST; # why im not voting for hillary # she calls education a non family enterprise # im committed 2 defeat hillary # are you ? # nc pol # gop;;;
NONE; bristol a 48 alc in i ah mahogany 1992 st phil mz diva h 67 progress 4 ohio grace slick 77 aunt lu lie deejay e dee he cool , but no;;;
FAVOR; jeff nichols 82 hillary for i a # freedom # justice equality education for innovation and development to make # happy # life in utopia;;;
FAVOR; jeff nichols 82 hillary for i a # freedom # justice equality education for innovation and development to make # happy # life in utopia;;;
FAVOR; whitehouse barack obama hillary for i a barack obama the whole # world # is supporting you;;;
FAVOR; whitehouse barack obama hillary for i a barack obama the whole # world # is supporting you;;;
AGAINST; hillary clinton especially the paid union lack ies who have no idea why their there propaganda machine spinning overtime;;;
AGAINST; hillary clinton the deceit hand ? thats a hand you know well right ?;;;
AGAINST; a lyss smith h there she is pant suite hillary to hide those thighs # hillary s donors # # hillary s big announcement # # benghazi # # obama #;;;
FAVOR; hillary clinton will pick sen warren for vp mark my tweet # unstoppable ticket # # elizabeth warren #;;;
FAVOR; hillary clinton will pick sen warren for vp mark my tweet # unstoppable ticket # # elizabeth warren #;;;
NONE; i'm going to apply for the intern job;;;
NONE; thanks 1 political math then you know how slippery snakes slither over shards of glass !;;;
AGAINST; 46 dr house be interesting to see how hillary defends same when questioned she will eventually have to answer questions;;;
AGAINST; hillary clinton what 's the ambient temperature in # hell # today ? use that as a guide !;;;
NONE; gov chafee , why are you trying to make fetch happen it 's not going to happen;;;
NONE; # everyday sexism # only a tik salt may say what sexism is the rest of you all shut up;;;
NONE; tj hansen o will is serious , if trump runs you 'll get a trump tattoo ? calling the donald ! !;;;
AGAINST; everything about hillary clinton is bogus her issues , her history , her # iowa # trip , her # twitter # followers , her campaigning;;;
AGAINST; # hillary clinton # is a champion of data removal;;;
AGAINST; founders girl artist angie i want the first female to be competent;;;
AGAINST; saudi arabia imprisons flogs rape victims women 's champion hillary clinton has accepted millions from saudi govt # t cot #;;;
AGAINST; how much was monica getting paid when bill 's burrito squirted sauce all over her pretty blue dress ? maur a reynolds politico;;;
NONE; go watch america imagine a world without her it 'll make you realize how lucky we are to live in the best country on earth;;;
AGAINST; i suspect hillary 's scooby doo tour is being used as a distraction from server gate et al # no obama third term #;;;
AGAINST; breaking news # hillary # trades campaign bus for a broomstick;;;
AGAINST; so cali militia 1 czar of freedom that god for global warming melting icebergs , never gets prosecuted for her crimes # liberals #;;;
AGAINST; nothing says i'm every woman like 10 democrat staffers in a machine shop in # iowa # right hillary clinton ? # not ready for hillary #;;;
AGAINST; i 'd love for some reporter to ask , second clinton , will you b returning the white house china , if elected ? or did you already hock it ?;;;
AGAINST; very simple the clinton 's are corrupt;;;
NONE; capt yonah the hill fine unethical or illegal quid professional quo uranium deal works for me;;;
AGAINST; con serva tv eg url those of us that also have a brain will be voting against hillary;;;
NONE; life news hq tolerance at its best ! do as i say not as i do;;;
NONE; chris 1791 truth revolt that does n't leave much to talk about , then , does it ?;;;
AGAINST; i'm thinking # hillary # throws # chelsea # under the bus to end # foundation # firestorm # clinton cash # # the greater good # # election 2016 #;;;
AGAINST; fox news # happening now # optics problem ? no the real hillary clinton has stood up # clinton cash # # i a votes #;;;
AGAINST; hillary clinton you can run but you ca ' t hide # clinton foundation scandal # # clinton cash # # email gate #;;;
NONE; in case of emergency , push this button to scrub server;;;
FAVOR; great to see my mentor rep susan davis at # dc in sd # and she 's right we have the most qualified candidate ever running for potus;;;
FAVOR; great to see my mentor rep susan davis at # dc in sd # and she 's right we have the most qualified candidate ever running for potus;;;
NONE; barack obama # love # peace and peaceful coexistence of all no to violence and # terrorism #;;;
FAVOR; ready for hrc hillary clinton support encourage # hillary clinton # president # united states # world is success of women in world;;;
FAVOR; ready for hrc hillary clinton support encourage # hillary clinton # president # united states # world is success of women in world;;;
FAVOR; i bet leslie knope would be so happy about;;;
FAVOR; i bet leslie knope would be so happy about;;;
AGAINST; also the 400 , 000 speaking fees # hillary # took from goldman sachs for two speeches joan vennochi;;;
FAVOR; ready for hrc support encourage # hillary clinton # president # united states # world is success of women in world;;;
FAVOR; ready for hrc support encourage # hillary clinton # president # united states # world is success of women in world;;;
FAVOR; nature guy 101 mary m oriente s support encourage # hillary clinton # president # united states # world is success of women in world;;;
FAVOR; nature guy 101 mary m oriente s support encourage # hillary clinton # president # united states # world is success of women in world;;;
NONE; rebecca lips on # freedom # justice equality education for innovation and development to make # happy # life i utopia;;;
FAVOR; before leaving my dad 's i took the liberty in framing and put up the pictures he has meeting hillary and bill clinton in '92;;;
FAVOR; before leaving my dad 's i took the liberty in framing and put up the pictures he has meeting hillary and bill clinton in '92;;;
AGAINST; # hillary s accomplishments # being a total cluster fuck at anything she does # ready for hillary # # unite blue # # top prog # # t pot # # lib crib #;;;
AGAINST; rt chuck nellis hillary clinton name change it 's no longer hrc it 's now hillary uranium # benghazi # clinton take note;;;
FAVOR; hillary is on her way to # baltimore # to be their champion # baltimore riots #;;;
FAVOR; hillary is on her way to # baltimore # to be their champion # baltimore riots #;;;
AGAINST; take faith that almost every political entity around you , whether dissident or not , serves no good purpose # dem publicans #;;;
AGAINST; you do n't have to be a lawyer to know the clinton violated ethics rules;;;
FAVOR; xx o a x hillary clinton mary m oriente s barack obama the whole # world # is supporting you;;;
FAVOR; xx o a x hillary clinton mary m oriente s barack obama the whole # world # is supporting you;;;
FAVOR; hillary clinton # freedom # justice equality education for innovation and development to make # happy # life i utopia;;;
FAVOR; hillary clinton # freedom # justice equality education for innovation and development to make # happy # life i utopia;;;
AGAINST; so clinton fd n , i believe andrew fastow beat you to the we made mistakes , as many organizations of our size do excuse;;;
NONE; i'm 19 years old and care about politics and elections i feel like i'm 67 years old;;;
AGAINST; hillary clinton i notice that you did n't condemn the lawless actions of the rioters;;;
AGAINST; obama climate change or bush ? who to blame ? hillary right wing conspiracy in baltimore # bal it more riots #;;;
AGAINST; was n't the original # scooby van # also full of unemployed hippies a stupid dog , who lived to meddle in other people 's business ?;;;
AGAINST; in 2013 clinton foundation collected 140m and spent 9m on direct aid , in 2014 they raised 500m and spent 100m on direct aid !;;;
AGAINST; students of # baylor university # are you all ready for # marco rubio # in # 2016 # # bu # # baylor # # bears # # baylor bears # # new american century # # gop #;;;
AGAINST; chelsea clinton hrc do you stand for # bill clinton # assaulting teen girls too ? # ready for hillary # # hillary clinton # # clinton 2016 #;;;
NONE; hey # texas state # # bobcats # i hope you all are ready for # marco rubio # # 2016 # # texas state university # # new american century # # texas # # t cot #;;;
AGAINST; the only thing that i would pay money for is to hear hillary clinton say i quit and i'm guilty that would be worth millions;;;
AGAINST; hillary clinton keeps sending me emails , and when i try to subscribe , i get an error message this is cancer;;;
FAVOR; hillary clinton barack obama the whole # world # is supporting you;;;
FAVOR; hillary clinton barack obama the whole # world # is supporting you;;;
AGAINST; denial it works for hillary , why not the mayor of # baltimore # # democrat lies matter #;;;
NONE; join the twitter movement ! rt or favorite for a mention or follow back !;;;
NONE; wow rt greta baltimore orioles to play tomorrow but no public allowed # baltimore riots # # freddie gray # # thanks obama # # wake up america #;;;
FAVOR; spoke to hillary clinton today in New York City wow ! so smart and impressive ! ! !;;;
FAVOR; spoke to hillary clinton today in New York City wow ! so smart and impressive ! ! !;;;
AGAINST; hillary clinton says the millionaire politician who accepts from countries that execute gays # hypocrite # # wake up america #;;;
AGAINST; # bernie sanders # is running for president , do n't the # democrats # already have one really old guy running ? ?;;;
FAVOR; 297 days until i can register to vote ! ! 1 year 193 days until election day # rock the vote # # democrats # # every vote counts #;;;
FAVOR; 297 days until i can register to vote ! ! 1 year 193 days until election day # rock the vote # # democrats # # every vote counts #;;;
NONE; theyre not thugs you # tea party # racists they are community re organizers ! ! # t cot # # baltimore riots #;;;
AGAINST; hillary will get past the primaries cause them voters do n't think she can do any wrong but she will be beat in november;;;
FAVOR; hillary clinton loving the new colorful profile picture ! # love it #;;;
FAVOR; hillary clinton loving the new colorful profile picture ! # love it #;;;
AGAINST; hillary clinton did your rich saudi donors , who execute gays , join the team ? # hypocrite # # wake up america #;;;
NONE; also , i finally moved to fd city today ! will be much easier to get around going forward ! # moving #;;;
FAVOR; i think i am going to vote for monica lewinsky 's ex boyfriends wife;;;
FAVOR; i think i am going to vote for monica lewinsky 's ex boyfriends wife;;;
AGAINST; and the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours;;;
FAVOR; hillary clinton versus bernie sanders primary will be like the brawl over applesauce at the retirement home # ready for hillary #;;;
FAVOR; hillary clinton versus bernie sanders primary will be like the brawl over applesauce at the retirement home # ready for hillary #;;;
FAVOR; too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #;;;
FAVOR; too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #;;;
FAVOR; too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #;;;
FAVOR; too many women in too many countries speak the same language of silence hillary clinton # hillary clito n # # hillary 4 women #;;;
FAVOR; always AOL instant mess anger high , work hard , care deeply about what you believe in when you stumble , keep faith hillary clinton faith 4 hillary;;;
FAVOR; always AOL instant mess anger high , work hard , care deeply about what you believe in when you stumble , keep faith hillary clinton faith 4 hillary;;;
FAVOR; it 's time that we move from good words too good works , from sound bites too sound solutions hillary clinton # hillary clinton #;;;
FAVOR; it 's time that we move from good words too good works , from sound bites too sound solutions hillary clinton # hillary clinton #;;;
FAVOR; the democrats dnc women i'm down to help for 2016 election;;;
FAVOR; the democrats dnc women i'm down to help for 2016 election;;;
NONE; how many poor kids could too 5 billion feed ?;;;
AGAINST; nor su 2 secret clinton docs ? gee what a surprise !;;;
NONE; too far real donald trump that 's just too fucking far # baltimore uprising # # obama #;;;
AGAINST; hillary clinton makes nixon look like an amateur schoolboy # clinton cash # # clinton foundation # # clinton #;;;
FAVOR; the hill # mama hillary # is making the case here just exclusively how to deal with complex social issues # cnn # # bbc # # mama clinton #;;;
FAVOR; the hill # mama hillary # is making the case here just exclusively how to deal with complex social issues # cnn # # bbc # # mama clinton #;;;
FAVOR; golden talon john man ko cassandra rules on the contrary , i am happy she will win i enjoy seeing liberal cities burn go;;;
FAVOR; golden talon john man ko cassandra rules on the contrary , i am happy she will win i enjoy seeing liberal cities burn go;;;
AGAINST; whoever is up now let it be known that support for # marco rubio # never sleeps ! we promote the # new american century # 24 7 # texas # # thanks #;;;
NONE; slate this is why rand paul will never be potus # baltimore uprising #;;;
AGAINST; poli ana no , she 's got the # black lives matter # vote with oh even talking to them most blacks are brainwashed by the democrats;;;
FAVOR; if you 're not watching hillary clinton 's speech right now you 're missing her drop tons of wisdom;;;
FAVOR; if you 're not watching hillary clinton 's speech right now you 're missing her drop tons of wisdom;;;
AGAINST; a proper introduction of hillary clinton should begin with five words will the defendant please rise # why im not voting for hillary #;;;
NONE; yes ! community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve;;;
AGAINST; do n't get it twisted a major presidential candidate using her first policy speech to talk about mass in car cert a ion;;;
AGAINST; ' hillary speak ' campaign rhetoric is going to be the death of me j mark walk;;;
AGAINST; hillary clinton a rainbow logo ? did you know only for of the us is gay ? ( 2010 census ) # why im not voting for hillary #;;;
FAVOR; saw a bit of hillary clinton 's speech i was proud to hear her plans for policy improvements in our justice system thanks !;;;
FAVOR; saw a bit of hillary clinton 's speech i was proud to hear her plans for policy improvements in our justice system thanks !;;;
NONE; anomaly 100 i'm confident that will piss off a few white anglo saxon protestants ! keep talking jeb;;;
FAVOR; up worthy hillary clinton it should be illegal for an employer to discriminate against their workers # equality for all #;;;
FAVOR; up worthy hillary clinton it should be illegal for an employer to discriminate against their workers # equality for all #;;;
NONE; a body camera on every cop , private servers for cabinet secretaries;;;
AGAINST; john kerry bal wan ika pil hillary clinton state dept tom per riel lo i did n't realize # pay to play diplomacy # was such a big hit !;;;
AGAINST; vr wc texan wow , she 's one to talk;;;
NONE; rt future tx leader are you all at # utep # ready for # marco rubio # in # 2016 # # miners # # lady miners # # university of texas el paso # # rubio # # new #;;;
AGAINST; rt future tx leader are you all # texas tech # # red raiders # ready for # marco rubio # in # 2016 # # ttu # # texas tech university # # rubio # # texas # # and #;;;
AGAINST; rt future tx leader who in # corpus christi # is ready for # marco rubio # in # 2016 # # hooks # # cc # # texas # # thanks # # 361 # # keep texas red # # gop # # tea #;;;
FAVOR; i 've been doing my reading and i do have to to say , i'm wildly impressed by hillary clinton;;;
FAVOR; i 've been doing my reading and i do have to to say , i'm wildly impressed by hillary clinton;;;
NONE; zachary e bell thank you 4 the follow god bless you and those you love ! god bless america , may she always be the land of the free !;;;
NONE; barack obama thanks for selling out all the workers who voted for you for pushing fasttrack # sellout #;;;
AGAINST; as late as 2013 # hillary clinton # opposed marriage equality;;;
FAVOR; the hill all the more reason to vote # democrat # in 2016 # aca works # # get money out # # restore the vr a # # bernie 2016 # # war on poverty #;;;
FAVOR; the hill all the more reason to vote # democrat # in 2016 # aca works # # get money out # # restore the vr a # # bernie 2016 # # war on poverty #;;;
AGAINST; rt glenn he gar follow if you stand against hillary in 2016 !;;;
NONE; i can vote in 2016 after all ayy yyyy yyyy;;;
AGAINST; js tines 3 wooden threat open mouth , reveal heart margaret sanger , architect for black genocide larry elder the five # hillary so white #;;;
NONE; i'm still so happy my voter id came in the mail;;;
NONE; great conversation last night with schoolbus soul zak ste ib great connections in # waverly # on my # turf # ! # fellows i a # # commit to caucus #;;;
AGAINST; # hillary clinton # is hiring # monsanto # lawyers to help her become president the next president should n't be aided by monsanto;;;
NONE; mary m oriente s love it it happens in my world too !;;;
NONE; f roque sha you get me that book yeah ?;;;
AGAINST; rt putter rod ingraham angle republicans everywhere are looking for someone to lead a leader not a liar;;;
FAVOR; this weekend is the hillary for america weekend of action i hope you 'll participate l # california #;;;
FAVOR; this weekend is the hillary for america weekend of action i hope you 'll participate l # california #;;;
AGAINST; it 's good that after 30 years in public service ( with zero accomplishments ) , hillary is finally ready too serve the public ! saying lol out loud;;;
NONE; we 're out here in g town , and where are you # sc tweets #;;;
AGAINST; js tines 3 bc williams 92 # stephens # begged for his life hillary clinton madam president is begging for your vote # not a chance in hell #;;;
NONE; rt span glis h pop thanks gop keep sending in the clowns ! it makes this upcoming election very entertaining # latinos 2016 # # rock #;;;
NONE; # things you dont say as a politician # i do n't feel no ways tired go to the back of the line what difference does it make ?;;;
FAVOR; laughing at the republican party the best they can offer is # donald trump # and # jeb bush # ? # hillary clinton # has got this !;;;
FAVOR; laughing at the republican party the best they can offer is # donald trump # and # jeb bush # ? # hillary clinton # has got this !;;;
NONE; temp 15544 ice decay brooklyn juggler classic mouth in this context , to all practical extents and purposes ? it means;;;
FAVOR; just met an awesome supporter on the cx bus ! he said hillary is one strong woman and we need that for our country # fellows nv #;;;
FAVOR; just met an awesome supporter on the cx bus ! he said hillary is one strong woman and we need that for our country # fellows nv #;;;
AGAINST; hilary has lied , deleted benghazi emails , and betrayed the trust of americans scandal after scandal;;;
AGAINST; hillary has lied , deleted benghazi emails , and betrayed the trust of americans scandal after scandal;;;
NONE; in high school , decided to be the first woman president in 2016 , but i never got into politics do n't have trump 's money;;;
NONE; thanks izzy bugatti for participating ! we are lucky to have you here in iowa # fellows i a #;;;
NONE; ji levin strumpet city yes you make me proud socialism is the answer , which leads to communism we will succeed;;;
NONE; gop obamacare stays and the confederate flag goes you guys have had quite the shitty week , have n't you ?;;;
NONE; come visit me at the jefferson county fair ! representative curt hanson will tell a joke and i 'll tell a story about why vote;;;
FAVOR; i'm proud to announce i support # hillary clinton # ! ! ! !;;;
FAVOR; i'm proud to announce i support # hillary clinton # ! ! ! !;;;
NONE; excited to be working with some great # fellows sc # this summer they 're some pretty great people that are fired up for # lets go #;;;
NONE; federal gov ' t social spending 61 of budget federal gov ' t defense spending 22 of budget something is definitely wrong here;;;
FAVOR; hillary clinton literally the greatest video i have ever seen;;;
FAVOR; hillary clinton literally the greatest video i have ever seen;;;
NONE; washington post sir sorry mae bye bharat mool Kick a Hey you par my hart is for demo cr a et and;;;
FAVOR; chelsea clinton 's mom has got it going on ! # potus # # chelsea s mom #;;;
FAVOR; chelsea clinton 's mom has got it going on ! # potus # # chelsea s mom #;;;
AGAINST; america needs a champion ! h no thanks , hillary clinton we do n't need a champion , especially if you 're that champion;;;
AGAINST; would that the rest of # us # were able to escape from # clinton # as well # clinton correctional # # hillary clinton # # escape clinton #;;;
FAVOR; hillary clinton awesome video ! vote for chelsea 's mom;;;
FAVOR; hillary clinton awesome video ! vote for chelsea 's mom;;;
AGAINST; hill i ary i provided all work related emails state dept there are work related emails you did n't provide # hill a red acted #;;;
AGAINST; # carly fiori na # on # hannity # , very impressive a serious presidential candidate versus a bad actress;;;
AGAINST; leigh st orz js tines 3 totally agree , hillary is an incompetent scandal ridden phony;;;
NONE; this friday is , officially , political incorrectness day ! all day say whatever you want and offend everyone ! yay ! # t cot # # 2a # # pc #;;;
AGAINST; fox news report shows you is state department cannot locate 15 of hillary clinton 's private emails not so fast , hillary !;;;
AGAINST; callisto 1947 texas man 2008 amy mek hillary 's new campaign slogan hillary nothing to hide except the truth ! ! ! # t cot # # c cot #;;;
FAVOR; i really need my new hillary clinton shirt to come in meeting some people at the brewery same night as a bernie meetup there;;;
FAVOR; i really need my new hillary clinton shirt to come in meeting some people at the brewery same night as a bernie meetup there;;;
NONE; donald trump is a joke his a simple minded idiot , and i have nothing else to say about him he can go fuck him self;;;
FAVOR; hillary clinton ca hillary stand on the right side;;;
FAVOR; hillary clinton ca hillary stand on the right side;;;
AGAINST; hillary clinton said # all lives matter # just like she said marriage was between a man and a woman ! giver her a few more years;;;
AGAINST; # hillary debate question # so you profess admiration for # margaret sanger # who wanted to rid the country of negros explain please ?;;;
FAVOR; rt mci re lli 92 hillary for the win;;;
FAVOR; rt mci re lli 92 hillary for the win;;;
NONE; why did # rand paul # take donations from a # white supremacy # group after shaking hands with black leaders ? # black lives matter # # gop #;;;
AGAINST; claire cm c rosie gray is that why she and clinton global take that # saudi # money ? # saudi cables # # saudi cables # # clinton 2016 #;;;
AGAINST; pete fr t this is how gop needs to be handling campaign not attacking each other but showing all hillary fails # unite right #;;;
AGAINST; molls 30 hillary clinton i love it ! one of our biggest donors is saudi arabia they support women 's rights completely ! # go team #;;;
AGAINST; hillary clinton did you feel same about # bill clinton # 's latest assault of teen girl ? # hypocrite # # hillary clinton # # hillary # 2016 no;;;
FAVOR; my vote is definitely for hillary i do n't want bush 's dumb ass do n't want trump either # hillary clinton #;;;
FAVOR; my vote is definitely for hillary i do n't want bush 's dumb ass do n't want trump either # hillary clinton #;;;
NONE; i'm in a better place now that i got some coffee , now time to grow these grassroots # sc tweets #;;;
AGAINST; scotus scalia right words no longer have meaning like clinton , it depends on what the meaning of ' is ' is more if we do n't;;;
FAVOR; ted cruz wo n't be there i'm supporting hillary clinton for president # lgbt rights # # aca works #;;;
FAVOR; ted cruz wo n't be there i'm supporting hillary clinton for president # lgbt rights # # aca works #;;;
NONE; gideon henry first scotus reaffirms obamacare , then it legalize gay marriage your world is crumbling !;;;
NONE; what a huge win for america ! today is absolutely historic # equality wins # # scotus marriage #;;;
NONE; my sexy daddy obama had two wins this week happy for him democrats;;;
